Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12436580,30,Not started,1743533100,Arsenal,Fulham,N/A,N/A,False,N/A,fulham-arsenal
12436599,30,Not started,1743533100,Wolverhampton,West Ham United,N/A,N/A,False,N/A,west-ham-united-wolverhampton
12436591,30,Not started,1743534000,Nottingham Forest,Manchester United,N/A,N/A,False,N/A,manchester-united-nottingham-forest
12436576,30,Not started,1743619500,Bournemouth,Ipswich Town,N/A,N/A,False,N/A,bournemouth-ipswich-town
12436584,30,Not started,1743619500,Brighton & Hove Albion,Aston Villa,N/A,N/A,False,N/A,aston-villa-brighton-and-hove-albion
12436594,30,Not started,1743619500,Manchester City,Leicester City,N/A,N/A,False,N/A,leicester-city-manchester-city
12436600,30,Not started,1743619500,Newcastle United,Brentford,N/A,N/A,False,N/A,brentford-newcastle-united
12436588,30,Not started,1743619500,Southampton,Crystal Palace,N/A,N/A,False,N/A,southampton-crystal-palace
12436593,30,Not started,1743620400,Liverpool,Everton,N/A,N/A,False,N/A,everton-liverpool
12436587,30,Not started,1743706800,Chelsea,Tottenham Hotspur,N/A,N/A,False,N/A,chelsea-tottenham-hotspur
