Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12436580,30,Not started,1743542100,Arsenal,Fulham,N/A,N/A,True,N/A,fulham-arsenal
12436599,30,Not started,1743526800,Wolverhampton,West Ham United,N/A,N/A,False,N/A,west-ham-united-wolverhampton
12436591,30,Not started,1743543000,Nottingham Forest,Manchester United,N/A,N/A,False,N/A,manchester-united-nottingham-forest
12436576,30,Not started,1743612300,Bournemouth,Ipswich Town,N/A,N/A,True,N/A,bournemouth-ipswich-town
12436584,30,Not started,1743614100,Brighton & Hove Albion,Aston Villa,N/A,N/A,False,N/A,aston-villa-brighton-and-hove-albion
12436594,30,Not started,1743618600,Manchester City,Leicester City,N/A,N/A,False,N/A,leicester-city-manchester-city
12436600,30,Not started,1743623100,Newcastle United,Brentford,N/A,N/A,False,N/A,brentford-newcastle-united
12436588,30,Not started,1743625800,Southampton,Crystal Palace,N/A,N/A,False,N/A,southampton-crystal-palace
12436593,30,Not started,1743624900,Liverpool,Everton,N/A,N/A,False,N/A,everton-liverpool
12436587,30,Not started,1743705900,Chelsea,Tottenham Hotspur,N/A,N/A,False,N/A,chelsea-tottenham-hotspur
