Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12436550,34,Not started,1745658900,Chelsea,Everton,N/A,N/A,True,N/A,everton-chelsea
12436546,34,Not started,1745683200,Brighton & Hove Albion,West Ham United,N/A,N/A,True,N/A,west-ham-united-brighton-and-hove-albion
12436551,34,Postponed,1745681400,Manchester City,Aston Villa,N/A,N/A,True,N/A,aston-villa-manchester-city
12436545,34,Not started,1745667000,Newcastle United,Ipswich Town,N/A,N/A,True,N/A,newcastle-united-ipswich-town
12436552,34,Not started,1745685000,Nottingham Forest,Brentford,N/A,N/A,True,N/A,brentford-nottingham-forest
12436539,34,Not started,1745677800,Southampton,Fulham,N/A,N/A,True,N/A,southampton-fulham
12436558,34,Not started,1745684100,Wolverhampton,Leicester City,N/A,N/A,False,N/A,leicester-city-wolverhampton
12436547,34,Not started,1745680500,Arsenal,Crystal Palace,N/A,N/A,False,N/A,arsenal-crystal-palace
12436535,34,Not started,1745757900,Bournemouth,Manchester United,N/A,N/A,False,N/A,bournemouth-manchester-united
12436544,34,Not started,1745772300,Liverpool,Tottenham Hotspur,N/A,N/A,False,N/A,liverpool-tottenham-hotspur
13560221,34,Not started,1745874900,Manchester City,Aston Villa,N/A,N/A,False,N/A,aston-villa-manchester-city
