Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12437019,29,Ended,1739993400,Aston Villa,Liverpool,2,2,False,True,liverpool-aston-villa
12437021,29,Ended,1742050800,Everton,West Ham United,1,1,False,True,everton-west-ham-united
12437025,29,Ended,1742050800,Ipswich Town,Nottingham Forest,2,4,False,True,ipswich-town-nottingham-forest
12437029,29,Ended,1742050800,Manchester City,Brighton & Hove Albion,2,2,False,True,brighton-and-hove-albion-manchester-city
12436578,29,Ended,1742050800,Southampton,Wolverhampton,1,2,False,True,southampton-wolverhampton
12437014,29,Ended,1742059800,Bournemouth,Brentford,1,2,False,True,bournemouth-brentford
12437017,29,Ended,1742131800,Arsenal,Chelsea,1,0,False,True,arsenal-chelsea
12437023,29,Ended,1742131800,Fulham,Tottenham Hotspur,2,0,False,True,fulham-tottenham-hotspur
12437027,29,Ended,1742151600,Leicester City,Manchester United,0,3,False,True,manchester-united-leicester-city
12437031,29,Not started,1744828200,Newcastle United,Crystal Palace,N/A,N/A,False,N/A,newcastle-united-crystal-palace
