Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12437019,29,Ended,1740002400,Aston Villa,Liverpool,2,3,False,True,liverpool-aston-villa
12437021,29,Ended,1742041800,Everton,West Ham United,2,2,True,True,everton-west-ham-united
12437025,29,Ended,1742043600,Ipswich Town,Nottingham Forest,3,4,True,False,ipswich-town-nottingham-forest
12437029,29,Ended,1742042700,Manchester City,Brighton & Hove Albion,2,2,False,True,brighton-and-hove-albion-manchester-city
12436578,29,Ended,1742043600,Southampton,Wolverhampton,2,3,True,True,southampton-wolverhampton
12437014,29,Ended,1742052600,Bournemouth,Brentford,1,3,False,False,bournemouth-brentford
12437017,29,Ended,1742134500,Arsenal,Chelsea,1,0,True,True,arsenal-chelsea
12437023,29,Ended,1742124600,Fulham,Tottenham Hotspur,2,1,True,False,fulham-tottenham-hotspur
12437027,29,Ended,1742158800,Leicester City,Manchester United,0,3,True,True,manchester-united-leicester-city
12437031,29,Not started,1744828200,Newcastle United,Crystal Palace,N/A,N/A,False,N/A,newcastle-united-crystal-palace
