Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
<<<<<<< HEAD
12436619,33,Not started,1745071200,Brentford,Brighton & Hove Albion,N/A,N/A,False,N/A,brentford-brighton-and-hove-albion
12436616,33,Not started,1745071200,Crystal Palace,Bournemouth,N/A,N/A,False,N/A,bournemouth-crystal-palace
12436628,33,Not started,1745071200,Everton,Manchester City,N/A,N/A,False,N/A,everton-manchester-city
12436554,33,Not started,1745071200,West Ham United,Southampton,N/A,N/A,False,N/A,southampton-west-ham-united
12436615,33,Not started,1745080200,Aston Villa,Newcastle United,N/A,N/A,False,N/A,aston-villa-newcastle-united
12436618,33,Not started,1745154000,Fulham,Chelsea,N/A,N/A,False,N/A,fulham-chelsea
12436620,33,Not started,1745154000,Ipswich Town,Arsenal,N/A,N/A,False,N/A,arsenal-ipswich-town
12436622,33,Not started,1745154000,Manchester United,Wolverhampton,N/A,N/A,False,N/A,manchester-united-wolverhampton
12436626,33,Not started,1745163000,Leicester City,Liverpool,N/A,N/A,False,N/A,liverpool-leicester-city
12436537,33,Not started,1745262000,Tottenham Hotspur,Nottingham Forest,N/A,N/A,False,N/A,tottenham-hotspur-nottingham-forest
=======
12436619,33,Not started,1745070300,Brentford,Brighton & Hove Albion,N/A,N/A,False,N/A,brentford-brighton-and-hove-albion
12436616,33,Not started,1745080200,Crystal Palace,Bournemouth,N/A,N/A,True,N/A,bournemouth-crystal-palace
12436628,33,Not started,1745071200,Everton,Manchester City,N/A,N/A,True,N/A,everton-manchester-city
12436554,33,Not started,1745073900,West Ham United,Southampton,N/A,N/A,True,N/A,southampton-west-ham-united
12436615,33,Not started,1745074800,Aston Villa,Newcastle United,N/A,N/A,False,N/A,aston-villa-newcastle-united
12436618,33,Not started,1745163000,Fulham,Chelsea,N/A,N/A,True,N/A,fulham-chelsea
12436620,33,Not started,1745151300,Ipswich Town,Arsenal,N/A,N/A,True,N/A,arsenal-ipswich-town
12436622,33,Not started,1745145900,Manchester United,Wolverhampton,N/A,N/A,False,N/A,manchester-united-wolverhampton
12436626,33,Not started,1745158500,Leicester City,Liverpool,N/A,N/A,True,N/A,liverpool-leicester-city
12436537,33,Not started,1745258400,Tottenham Hotspur,Nottingham Forest,N/A,N/A,False,N/A,tottenham-hotspur-nottingham-forest
>>>>>>> 97f114b2a7d3e35e96ee4279088e86bef223cce8
