Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12436619,33,Not started,1745066700,Brentford,Brighton & Hove Albion,N/A,N/A,True,N/A,brentford-brighton-and-hove-albion
12436616,33,Not started,1745077500,Crystal Palace,Bournemouth,N/A,N/A,False,N/A,bournemouth-crystal-palace
12436628,33,Not started,1745064000,Everton,Manchester City,N/A,N/A,False,N/A,everton-manchester-city
12436554,33,Not started,1745070300,West Ham United,Southampton,N/A,N/A,False,N/A,southampton-west-ham-united
12436615,33,Not started,1745080200,Aston Villa,Newcastle United,N/A,N/A,False,N/A,aston-villa-newcastle-united
12436618,33,Not started,1745156700,Fulham,Chelsea,N/A,N/A,True,N/A,fulham-chelsea
12436620,33,Not started,1745159400,Ipswich Town,Arsenal,N/A,N/A,True,N/A,arsenal-ipswich-town
12436622,33,Not started,1745154900,Manchester United,Wolverhampton,N/A,N/A,False,N/A,manchester-united-wolverhampton
12436626,33,Not started,1745164800,Leicester City,Liverpool,N/A,N/A,True,N/A,liverpool-leicester-city
12436537,33,Not started,1745261100,Tottenham Hotspur,Nottingham Forest,N/A,N/A,False,N/A,tottenham-hotspur-nottingham-forest
