Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12436619,33,Not started,1745067600,Brentford,Brighton & Hove Albion,N/A,N/A,True,N/A,brentford-brighton-and-hove-albion
12436616,33,Not started,1745073900,Crystal Palace,Bournemouth,N/A,N/A,False,N/A,bournemouth-crystal-palace
12436628,33,Not started,1745063100,Everton,Manchester City,N/A,N/A,False,N/A,everton-manchester-city
12436554,33,Not started,1745070300,West Ham United,Southampton,N/A,N/A,True,N/A,southampton-west-ham-united
12436615,33,Not started,1745075700,Aston Villa,Newcastle United,N/A,N/A,False,N/A,aston-villa-newcastle-united
12436618,33,Not started,1745158500,Fulham,Chelsea,N/A,N/A,True,N/A,fulham-chelsea
12436620,33,Not started,1745163000,Ipswich Town,Arsenal,N/A,N/A,False,N/A,arsenal-ipswich-town
12436622,33,Not started,1745147700,Manchester United,Wolverhampton,N/A,N/A,True,N/A,manchester-united-wolverhampton
12436626,33,Not started,1745156700,Leicester City,Liverpool,N/A,N/A,True,N/A,liverpool-leicester-city
12436537,33,Not started,1745263800,Tottenham Hotspur,Nottingham Forest,N/A,N/A,False,N/A,tottenham-hotspur-nottingham-forest
